/25/2018  4:01:52.529 WiFiDeviceManagerSetNetworks: Apple Demo is disabled until first user join
11/25/2018  4:20:54.170 __WiFiLQAMgrSetCurrentNetwork: Joined SSID: PhoneReset BSSID: 0:14:d1:af:39:90 RSSI: -59 Chan: 11 ApEnv: 4
11/25/2018  4:20:54.172 __WiFiDeviceResetCCAHistory
11/25/2018  4:20:54.172 __WiFiDeviceResetRssiHistory
11/25/2018  4:20:54.172 __WiFiLQAMgrLogStats(stationary): Rssi: -59 Cca: 0 TxPer: 0.0% (0) BcnPer: 0.0% (0, 90.0%) RxFrms 0 RxRetryFrames: 0 TxRate: 0 RxRate: 0 FBRate: 0 TxFwFrms: 0 TxFwFail:0 TxReTrans: 0 time: 294771.2secs
11/25/2018  4:20:54.172 __WiFiDeviceManagerLQMEventCallback: null ccaNumRef
11/25/2018  4:20:54.172 _CFPropertyListCreateBinaryData: CFPropertyListCreateWithData returned with error Error Domain=NSCocoaErrorDomain Code=3851 "Property list invalid for format: 200 (property lists cannot contain objects of type 'WiFiNetwork')" UserInfo={NSDebugDescription=Property list invalid for format: 200 (property lists cannot contain objects of type 'WiFiNetwork')}
11/25/2018  4:20:54.172 __WiFiDeviceProcessLinkEvent: Initializing lqm value: rawRssi -59, scaledRssi 0.828633, noise -94, snr 35
11/25/2018  4:20:54.173 __WiFiMetricsManagerPrepareLinkChangeNetworkParams: OUI:00:14:d1 Channel:11(20MHz) Flags:0x82 PhyMode:0x10 Security:0x0 WPA:[Prot:0x0 McastCipher:0x0 UcastCipher:0x0 AKM:0x0 Caps:0x0] HT:[Info:0x11fe AMPDU:0x17 TXBF:0x0 Ext:0xc00 ASEL:0x0] VHT:[Info:0x0]
11/25/2018  4:20:54.173 Submitted wifi awd metric <0x90009> with no error
11/25/2018  4:20:54.173 __WiFiManagerGeoTagNetworkIfApplicable: network: PhoneReset, isWiFiNetworkWaitingToBeGeoTagged 0
11/25/2018  4:20:54.173 __WiFiManagerGeoTagNetwork: PhoneReset
11/25/2018  4:20:54.173 __WiFiManagerGeoTagNetwork: latitude=+29.756421, longitude=-98.692640 Accuracy=65.000000  timeIntervalSinceNow=0.212015secs source=WiFi
11/25/2018  4:20:54.173 freshness 60.000000secs location_age 0.212042secs, lifeSpan 9.000000, accuracy 65.000000m req_accuracy 165.000000m ==> isLocationValid 1
11/25/2018  4:20:54.173 __WiFiManagerGeoTagNetwork: isValid 1
11/25/2018  4:20:54.173 __WiFiManagerUpdateCurrentNetworkWithNewLocation: GEOTAG PhoneReset 
11/25/2018  4:20:54.173 -[WiFiNetworkStoreController setGeoTag:forNetwork:]: PhoneReset[0:14:d1:af:39:90], auth 0, wifiBand 1, 29.756421,-98.692640
11/25/2018  4:20:54.173 __WiFiManagerGeoTagNetwork: LEECHED_LOC_STAT_HIGH_ACCURACY_GEOTAG: GOOD 237, BAD 14
11/25/2018  4:20:54.174 +[RootNetwork(CustomMethods) getRootNetworkMatchingWiFiNetwork:fromMOC:]: fetch result# 1, error (null)
11/25/2018  4:20:54.174 -[WiFiNetworkStoreController setGeoTag:forNetwork:]_block_invoke: existing geotags#1 for PhoneReset
11/25/2018  4:20:54.174 -[WiFiNetworkStoreController setGeoTag:forNetwork:]_block_invoke: did match existing geotag?: YES
11/25/2018  4:20:54.174 -[WiFiNetworkStoreController setGeoTag:forNetwork:]_block_invoke: update the geotag with latest loc
11/25/2018  4:20:54.174 -[WiFiNetworkStoreController mocDidSaveNotification:]: <Thread: 0x16fcbb000>
11/25/2018  4:20:54.174 -[WiFiNetworkStoreController saveChildContext]: <Thread: 0x16fcbb000> saved !!
11/25/2018  4:20:54.174 -[WiFiNetworkStoreController setGeoTag:forNetwork:]_block_invoke: COREDATA OPERATION TIME 1.147985 ms
11/25/2018  4:20:54.175 -[WiFiNetworkStoreController saveMainContext]: <Thread: 0x16fcbb000> saved !!
11/25/2018  4:20:54.177 __WiFiDeviceManagerAttemptNetworkTransition: latitude=+29.756421, longitude=-98.692640 Accuracy=65.000000  timeIntervalSinceNow=0.216133secs source=WiFi
11/25/2018  4:20:54.177 freshness 60.000000secs location_age 0.216182secs, lifeSpan 9.000000, accuracy 65.000000m req_accuracy 165.000000m ==> isLocationValid 1
11/25/2018  4:20:54.177 __WiFiDeviceManagerAttemptNetworkTransition: isLocValid 1
11/25/2018  4:20:54.177 __WiFiDeviceManagerAttemptNetworkTransition: did not try location based logic last time we auto joined
11/25/2018  4:20:54.178 +[RootNetwork(CustomMethods) getAllRootNetworksCountFromMOC:]_block_invoke: error (null), rootNetworksCount 1
11/25/2018  4:20:54.178 +[GeoTag(CustomMethods) getAllGeoTagsFromMOC:]: fetch result# 1, error (null)
11/25/2018  4:20:54.178 -[WiFiNetworkStoreController copyScoreSortedNetworksAvailableAtLocation:]_block_invoke: created network PhoneReset: isHidden=0, isEAP=0, isWPA=0, isWEP=0, WAPI=0, type=0, enabled=1
11/25/2018  4:20:54.178 __WiFiDeviceManagerAttemptNetworkTransition: total time to get location based networks 0.983000ms
11/25/2018  4:20:54.178 __WiFiDeviceManagerAttemptNetworkTransition: score sorted networks (
    "PhoneReset: isHidden=0, isEAP=0, isWPA=0, isWEP=0, WAPI=0, type=0, enabled=1"
)
11/25/2018  4:20:54.179 __WiFiDeviceManagerTransitionToNetwork: topNetwork: PhoneReset: isHidden=0, isEAP=0, isWPA=0, isWEP=0, WAPI=0, type=0, enabled=1, current: PhoneReset: isHidden=0, isEAP=0, isWPA=0, isWEP=0, WAPI=0, type=0, enabled=1
11/25/2018  4:20:54.179 __WiFiDeviceManagerTransitionToNetwork: no need for transition...
11/25/2018  4:20:54.179 WiFiMetricsManagerSubmitNetworkTransitionSessionRecordsMetric: interface en0 has 5 network transition sessions to submit...
11/25/2018  4:20:54.179 __WiFiManagerDeviceLinkCallback_block_invoke: Setting LeakyAP info
11/25/2018  4:20:54.179 WiFiMetricsManagerMetricQueryCallback: <Thread 1876766720> <0x90027>
11/25/2018  4:20:54.179 __WiFiAWDManagerPrepareLastSSIDInfoMetric: submitting lastSSIDAttemptedStr:PhoneReset, 
11/25/2018  4:20:54.179 __WiFiAWDManagerPrepareLastSSIDInfoMetric: submitting lastSSIDConnectedToStr:PhoneReset
11/25/2018  4:20:54.179 WiFiMetricsManagerMetricQueryCallback: <Thread 1876766720> <0x90027>
11/25/2018  4:20:54.179 __WiFiAWDManagerPrepareLastSSIDInfoMetric: submitting lastSSIDAttemptedStr:PhoneReset, 
11/25/2018  4:20:54.179 __WiFiAWDManagerPrepareLastSSIDInfoMetric: submitting lastSSIDConnectedToStr:PhoneReset
11/25/2018  4:20:54.179 Creating client for "configd"
11/25/2018  4:20:54.181 Submitted wifi awd metric <0x9004f> with no error
11/25/2018  4:20:54.181 Submitted wifi awd metric <0x90027> with no error
11/25/2018  4:20:54.181 Submitted wifi awd metric <0x90027> with no error
11/25/2018  4:20:54.183 __WiFiDeviceCheckForIPRenewalWakeupSupport: State:/Network/Interface/en0/ActiveDuringSleepSupported = TRUE
11/25/2018  4:20:54.193 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  4:20:54.193 locationd requesting removal of BGScan networks
11/25/2018  4:20:54.193 Preparing background scan request for "PhoneReset" Background Scan Caching is Enabled
11/25/2018  4:20:54.198 WiFiDeviceRequestAssociatedSleep: ActiveDuringSleepRequested is already set (<CFBasicHash 0x10057efd0 [0x1b45cf538]>{type = immutable dict, count = 0,
entries =>
}
).
11/25/2018  4:20:54.203 WiFiManagerStoreLeakyAPData: updated LEAKY_AP_LEARNED_DATA for network PhoneReset - 0:14:d1:af:39:90
11/25/2018  4:20:54.205 __WiFiManagerPreferencesCallback: <thread 0x16fdd3000>, 2
11/25/2018  4:20:54.206 WiFiLoggingSetLogFile: Current log file: (null), new log file: (null), class C file: NO
11/25/2018  4:20:54.207 __WiFiManagerDeviceManagerApplier: set policies (null)
11/25/2018  4:20:54.207 WiFiDeviceSetWapiEnabled: Set WAPI DISABLED
11/25/2018  4:20:54.209 WiFiDeviceManagerSetNetworks: Apple Demo is disabled until first user join
11/25/2018  4:20:54.209 WiFiDeviceManagerSetNetworks: Apple Store is disabled until first user join
11/25/2018  4:20:54.209 Auto association attempt canceled because auto join state is Associating.
11/25/2018  4:20:54.209 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  4:20:54.209 __WiFiManagerCheckSCCleanUpScheduling: Already Unscheduled
11/25/2018  4:20:54.212 
Too frequent(0.040270 secs) rssi event from driver, ignoring

11/25/2018  4:20:54.215 Completed Apple80211AssociateAsync (0 - 0x0)
11/25/2018  4:20:54.215 Joined: PhoneReset
11/25/2018  4:20:54.215 Auto join association completed (0) with current state: Associating, network: PhoneReset
11/25/2018  4:20:54.215 __WiFiDeviceManagerStateMachineRun: current state: Associating
11/25/2018  4:20:54.215 __WiFiDeviceManagerProcessAssociationResult: current state: Associating
11/25/2018  4:20:54.215 WiFiNetworkSetKnownBssUsageData: BSS updated - current BSS: 0:14:d1:af:39:90 (11)
11/25/2018  4:20:54.215 Removing problematic state for PhoneReset, reason N/A reasonData=0
11/25/2018  4:20:54.215 problematic networks =  and potentially problematic networks = 
11/25/2018  4:20:54.215 __WiFiDeviceManagerBGScanBlacklistApplyEnterprisePolicy: ApplyEnterprisePolicy:0 managedProfile:0 enterpriseNetwork:0
11/25/2018  4:20:54.215 Removing BG Scan Trigger Processing for PhoneReset, triggerReason Unblacklisting triggerReasonData=0 
11/25/2018  4:20:54.215 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  4:20:54.215 bGScan Blacklisted Networks =  , potentialBgScanBlacklisted Networks =  
11/25/2018  4:20:54.216 WiFiMetricsManagerSubmitAutoJoinSessionRecordsMetric: interface en0 has 2 AJ records to submit...
11/25/2018  4:20:54.216 Calling OneStats function [AssocComplete] here: __WiFiDeviceDispatchQueuedAssociationEvent
11/25/2018  4:20:54.216 WiFiMetricsOneStatsRecordAssocStats: OneStats is NOT Configured! No-op here- Returning!
11/25/2018  4:20:54.216 __WiFiDeviceRecordLastSSIDInfo: network:PhoneReset assocSuccess:1 
11/25/2018  4:20:54.216 __WiFiManagerDidAssociateCallback: network PhoneReset, requestedInformation <CFBasicHash 0x10052cb50 [0x1b45cf538]>{type = mutable dict, count = 1,
entries =>
	2 : <CFString 0x100430070 [0x1b45cf538]>{contents = "reason"} = <CFString 0x10043dbb0 [0x1b45cf538]>{contents = "Associating"}
}

11/25/2018  4:20:54.216 Submitted wifi awd metric <0x9004d> with no error
11/25/2018  4:20:54.216 WiFiManagerUpdateNetwork: <thread 0x16fdd3000> merge 1, PhoneReset: isHidden=0, isEAP=0, isWPA=0, isWEP=0, WAPI=0, type=0, enabled=1
11/25/2018  4:20:54.219 WiFiManagerUpdateNetwork: hiddenChanged=0 captiveChanged=0
11/25/2018  4:20:54.219 __WiFiManagerCheckNetworkExpiry: network count 3
11/25/2018  4:20:54.219 __WiFiManagerCheckNetworkExpiry: minTexpire 0.000000, deltaTexpire 564834054.219666
11/25/2018  4:20:54.219 __WiFiManagerPreferencesCallback: <thread 0x16fdd3000>, 2
11/25/2018  4:20:54.220 WiFiLoggingSetLogFile: Current log file: (null), new log file: (null), class C file: NO
11/25/2018  4:20:54.220 __WiFiManagerDeviceManagerApplier: set policies (null)
11/25/2018  4:20:54.220 WiFiDeviceSetWapiEnabled: Set WAPI DISABLED
11/25/2018  4:20:54.221 WiFiDeviceManagerSetNetworks: Apple Demo is disabled until first user join
11/25/2018  4:20:54.221 WiFiDeviceManagerSetNetworks: Apple Store is disabled until first user join
11/25/2018  4:20:54.221 __WiFiDeviceManagerAutoAssociate: Already connected to PhoneReset.
11/25/2018  4:20:54.221 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  4:20:54.221 __WiFiManagerCheckSCCleanUpScheduling: Already Unscheduled
11/25/2018  4:20:54.221 WiFiManagerSetUserAutoJoinState: current state is already 1
11/25/2018  4:20:54.221 WiFiManagerSetUserAutoJoinState: checking for networks disabled due to trigger association (2)
11/25/2018  4:20:54.221 __WiFiManagerCheckNetworksDisabledUntil: Checking networks disabled until date (removeAll 1)
11/25/2018  4:20:54.221 WiFiManagerGetUserAutoJoinState: user auto join state 1
11/25/2018  4:20:54.222 Disable WoW requested by "mediaserverd"
11/25/2018  4:20:54.226 MIS state is Disabled
11/25/2018  4:20:54.226 MIS state queried by "CommCenter" is Disable
11/25/2018  4:20:54.226 MIS state is Disabled
11/25/2018  4:20:54.226 MIS state queried by "apsd" is Disable
11/25/2018  4:20:54.228 __WiFiManagerPreferencesCallback: <thread 0x16fdd3000>, 3
11/25/2018  4:20:54.229 WiFiLoggingSetLogFile: Current log file: (null), new log file: (null), class C file: NO
11/25/2018  4:20:54.230 __WiFiManagerDeviceManagerApplier: set policies (null)
11/25/2018  4:20:54.230 WiFiDeviceSetWapiEnabled: Set WAPI DISABLED
11/25/2018  4:20:54.231 WiFiDeviceManagerSetNetworks: Apple Demo is disabled until first user join
11/25/2018  4:20:54.231 WiFiDeviceManagerSetNetworks: Apple Store is disabled until first user join
11/25/2018  4:20:54.231 __WiFiDeviceManagerAutoAssociate: Already connected to PhoneReset.
11/25/2018  4:20:54.231 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  4:20:54.231 __WiFiManagerCheckSCCleanUpScheduling: Already Unscheduled
11/25/2018  4:20:54.233 MIS state is Disabled
11/25/2018  4:20:54.233 MIS state queried by "UserEventAgent" is Disable
11/25/2018  4:20:54.233 MIS state is Disabled
11/25/2018  4:20:54.233 MIS state queried by "locationd" is Disable
11/25/2018  4:20:54.234 MIS state is Disabled
11/25/2018  4:20:54.234 MIS state queried by "mediaserverd" is Disable
11/25/2018  4:20:54.234 MIS state is Disabled
11/25/2018  4:20:54.234 MIS state queried by "imagent" is Disable
11/25/2018  4:20:54.234 MIS state is Disabled
11/25/2018  4:20:54.234 MIS state queried by "identityservices" is Disable
11/25/2018  4:20:54.236 configd requesting removal of BGScan networks
11/25/2018  4:20:54.237 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  4:20:54.237 __WiFiManagerSetEnableState: state TRUE, manager->enable.setting TRUE, manager->unlockedSinceBoot TRUE
11/25/2018  4:20:54.237 Removing client for "configd"
11/25/2018  4:20:54.239 MIS state is Disabled
11/25/2018  4:20:54.239 MIS state queried by "callservicesd" is Disable
11/25/2018  4:20:54.241 MIS state is Disabled
11/25/2018  4:20:54.241 MIS state queried by "nanoregistryd" is Disable
11/25/2018  4:20:54.241 MIS state is Disabled
11/25/2018  4:20:54.241 MIS state queried by "calaccessd" is Disable
11/25/2018  4:20:54.247 apsd[106] is a wow client
11/25/2018  4:20:54.247 WoW is Enabled, 1 WoW Clients
11/25/2018  4:20:57.000 IPV4 State change for en0
11/25/2018  4:20:57.002 IP Address: 10.0.2.36
11/25/2018  4:20:57.002 Router IP Address: 10.0.0.1
11/25/2018  4:20:57.002 Default Gateway IP Address: 10.0.0.1
11/25/2018  4:20:57.002 __WiFiDeviceCheckForIPV4ParamsChange: Setting power mode to kA11PowerProfileDefault
11/25/2018  4:20:57.004 __WiFiDeviceManagerRouterIpv4Callback: Disabling critical phase
11/25/2018  4:20:57.004 __WiFiManagerIPv4Callback: <en0> [PhoneReset: isHidden=0, isEAP=0, isWPA=0, isWEP=0, WAPI=0, type=0, enabled=1] isMainIf? 1, isRoutable? 1
11/25/2018  4:20:57.004 -[WiFiIDSSyncEngine currentNetworkChanged]: <0x16fdd3000>, role 1, currentNetwork PhoneReset: isHidden=0, isEAP=0, isWPA=0, isWEP=0, WAPI=0, type=0, enabled=1
11/25/2018  4:20:57.004 -[WiFiIDSSyncEngine currentNetworkChanged]: reset waitForReAssociationTimer <CFRunLoopTimer 0x1006862c0 [0x1b45cf538]>{valid = Yes, firing = No, interval = 879900215, tolerance = 0, next fire date = 1.44502811e+09 (880194057 @ 12118159333235857), callout = (NSTimer) [WiFiIDSSyncEngine companionReAssociationWaitTimerFired:] (0x1829e737c / 0x10030b890) (/usr/sbin/wifid), context = <CFRunLoopTimer context 0x10068bb90>}
11/25/2018  4:20:57.005 -[WiFiIDSSyncEngine sendCurrentCompanionNetwork]: autojoinAssistDict {
    "ISO_CC_CODE" = US;
    "SSID_STR" = PhoneReset;
}
11/25/2018  4:20:57.006 -[WiFiIDSSyncEngine sendToGizmoOfDataType:]: <0x16feeb000> ID:(null), data type 1
11/25/2018  4:20:57.012 __WiFiDeviceCheckForIPV4ParamsChange: configMethod DHCP, leaseExpiryDuration 10 mins
11/25/2018  4:20:57.012 Router MAC Address: c0:ea:e4:9e:73:5a
11/25/2018  4:20:57.014 Submitted wifi awd metric <0x90007> with no error
11/25/2018  4:20:57.075 Update network <PhoneReset>, requested by "configd"
11/25/2018  4:20:57.075 _wifi_manager_update_network: removing enabled property from network
11/25/2018  4:20:57.075 WiFiManagerUpdateNetwork: <thread 0x16fdd3000> merge 1, PhoneReset: isHidden=0, isEAP=0, isWPA=0, isWEP=0, WAPI=0, type=0, enabled=1
11/25/2018  4:20:57.105 WiFiManagerUpdateNetwork: hiddenChanged=0 captiveChanged=0
11/25/2018  4:20:57.105 __WiFiManagerCheckNetworkExpiry: network count 3
11/25/2018  4:20:57.105 __WiFiManagerCheckNetworkExpiry: minTexpire 0.000000, deltaTexpire 564834057.105971
11/25/2018  4:20:57.106 __WiFiManagerPreferencesCallback: <thread 0x16fdd3000>, 2
11/25/2018  4:20:57.108 WiFiLoggingSetLogFile: Current log file: (null), new log file: (null), class C file: NO
11/25/2018  4:20:57.113 __WiFiManagerDeviceManagerApplier: set policies (null)
11/25/2018  4:20:57.113 WiFiDeviceSetWapiEnabled: Set WAPI DISABLED
11/25/2018  4:20:57.115 WiFiDeviceManagerSetNetworks: Apple Demo is disabled until first user join
11/25/2018  4:20:57.115 WiFiDeviceManagerSetNetworks: Apple Store is disabled until first user join
11/25/2018  4:20:57.116 __WiFiDeviceManagerAutoAssociate: Already connected to PhoneReset.
11/25/2018  4:20:57.117 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  4:20:57.117 __WiFiManagerCheckSCCleanUpScheduling: Already Unscheduled
11/25/2018  4:20:57.119 IPv4 Primary interface is en0 and IPv6 Primary Interface is (null)
11/25/2018  4:20:57.120 __WiFiManagerPreferencesCallback: <thread 0x16fdd3000>, 3
11/25/2018  4:20:57.122 WiFiLoggingSetLogFile: Current log file: (null), new log file: (null), class C file: NO
11/25/2018  4:20:57.123 __WiFiManagerDeviceManagerApplier: set policies (null)
11/25/2018  4:20:57.123 WiFiDeviceSetWapiEnabled: Set WAPI DISABLED
11/25/2018  4:20:57.126 WiFiDeviceManagerSetNetworks: Apple Demo is disabled until first user join
11/25/2018  4:20:57.126 WiFiDeviceManagerSetNetworks: Apple Store is disabled until first user join
11/25/2018  4:20:57.127 __WiFiDeviceManagerAutoAssociate: Already connected to PhoneReset.
11/25/2018  4:20:57.127 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  4:20:57.127 __WiFiManagerCheckSCCleanUpScheduling: Already Unscheduled
11/25/2018  4:20:57.428 Creating client for "CommCenter"
11/25/2018  4:20:57.455 CommCenter requesting removal of BGScan networks
11/25/2018  4:20:57.456 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  4:20:57.456 __WiFiManagerSetEnableState: state TRUE, manager->enable.setting TRUE, manager->unlockedSinceBoot TRUE
11/25/2018  4:20:57.456 Removing client for "CommCenter"
11/25/2018  4:20:57.714 age diff 3.747861, accuracy diff 0.000000
